texto,etiqueta,tipo,origen,,,,,,,
"Se le fue el discurso como a la Xochitl Gálvez!! PANISTA tenía que ser: ""necio, pendejo e ignorante""",1,explicita,real,,,,,,,
Sino fuera por esos pros indígenas no tendrías patria ya que cuando se independizaron fueron los únicos que tuvieron los huevos para ir en primera línea a morir … deberías lamerle hasta las patas hijo de puta,0,neutro o no misogino,real,,,,,,,
Chida tu imagen con AI chairete comunistoide tragaatole,1,explicita,real,,,,,,,
Ya te veremos pinche gelatinas en algún estadio festejando haciéndote presente ya verás !! Eres dos caras,1,explicita,real,,,,,,,
"Si Xóchitl Gálvez, Salinas Pliego, Ricardo Anaya y toda una pleyade de conservadores apoyan el fracking, no comadre y compadre, podemos decir seguro y sin equivocarnos, que no, no es por ahí.",0,neutro o no misogino,real,,,,,,,
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER diferencia abismal entre una dama y otra conocida como #LaLocaDelSenado,1,explicita,real,,,,,,,
Jajajaja y te filtraron la información? O trabajas para ellos? Creo más bien te gusta mamar la vrg durísimo!!!,1,explicita,real,,,,,,,
Con la gorda asquerosa #zóochitl @USER estaríamos en la 3a. división...,1,explicita,real,,,,,,,
Dijeron lo mismo de @USER . El resultado es historia...,0,neutro o no misogino,real,,,,,,,
Si a ellas los gringos los violaban cuando gobernaban pues por eso no les preocupa @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,1,explicita,real,,,,,,,
SE DISFRAZÓ DE BEATRIZ PAREDES Y DE XÓCHITL GÁLVEZ para envenenar al pueblo contra USA,1,explicita,real,,,,,,,
Ojalá pudieras sacar a todas las promotoras de la muerte que están en el pan como Alexandra rojo y Xóchitl Gálvez es una pena que convivan contigo en el mismo partido,0,neutro o no misogino,real,,,,,,,
La Guardia Nacional.,0,neutro o no misogino,real,,,,,,,
"La gente no es pendeja. Si fuera así, nuestra presidenta sería @USER .",0,neutro o no misogino,real,,,,,,,
"Ryan Reynolds compra al Necaxa y Xóchitl Gálvez empata a Sheinbaum (según Massive Caller), ¿será? | Trending Topic …",0,neutro o no misogino,real,,,,,,,
"El asesino de Teotihuacán, Julio Cesar N, estaba afiliado al Narco Partido @USER . Ahora se entiende la razón de que era un criminal, fascista y ultraderechista. Ademas le decia ""Tío Richie"" al pedofilo de @USER y votó por @USER ...",0,neutro o no misogino,real,,,,,,,
"Ya es tiempo que pongan fin a que los Panistas, Priistas, vayan a Estados Unidos a suplicar la intervención . Desde @USER , candidata del PRIAN, Alito Moreno, Lily Tellez, Marco Cortés, Maru Campos, Todos son Traidores a la Patria.",0,neutro o no misogino,real,,,,,,,
"Así o más claro que en México no hay oposición a MORENA. Ahí tienen a su “súper preparada y tibia”ex candidata presidencial Xochitl Gálvez la que supuestamente iba a derrotar a Morena rebasándolos con más izquierda , hoy ya de manera cínica dice que está con Claudia Sheinbaum, se los dijimos",1,benevolente,real,,,,,,,
"Lamentable lo sucedido en las Pirámides de Teotihuacán. ¿Falta de seguridad en la zona turística? ¿Impunidad? ¿Problemas psicológicos del tirador? Lo cierto es que la seguridad sigue siendo un pendiente del gobierno morenista, de cara a la celebración del Mundial.",0,neutro o no misogino,real,,,,,,,
No vayan a etiquetar a @USER que decía que el petróleo ya iba de salida o a @USER que en su candidatura se la pasó diciendo que iba a cerrar todas las refinerías porque el futuro era la “electro movilidad” jajajajaja,0,neutro o no misogino,real,,,,,,,
"Los fachos andan enojadísimos xq Fernando Bonilla SÍ tiene el valor de reconocer por quién voto en 2024 (no como los fachos que se avergüenzan de decir que votaron por Xóchitl Gálvez). La derecha sigue peleándose con memes, playeras, canciones y ahora con series. Nunca cambien.",0,neutro o no misogino,real,,,,,,,
¡Cierto. . . !,0,neutro o no misogino,real,,,,,,,
Morena tiene miedo: la campaña sucia contra Xóchitl Gálvez | Trending Topic …,0,neutro o no misogino,real,,,,,,,
y como le fue a la gelatinas y al cuello de panocha....,1,explicita,real,,,,,,,
"Más claro imposible!!! @USER , @USER , @USER , @USER , @USER , @USER , @USER , @USER ..... @USER",0,neutro o no misogino,real,,,,,,,
Xóchitl Gálvez llama a proteger casillas y votar por un México unido en Colima @USER Esto dijo la candidata …,0,neutro o no misogino,real,,,,,,,
Jajaja ya vez como le paso a Xóchitl Gálvez que recuerdos,0,neutro o no misogino,real,,,,,,,
Los estadios estarán llenos de suertudos y de aquellos que pudieron comprar boletos costosísimos en reventa #Opinión de @USER,0,neutro o no misogino,real,,,,,,,
La INGENIEGGGGA,1,benevolente,real,,,,,,,
"Su estilo de vida va más allá de una cuestión estética, Xóchitl Gálvez inició una vida fitness con la que ha perdido más de 20 kilos",0,neutro o no misogino,real,,,,,,,
No nos digas que tu hermana la criminal secuestradora operaba sola sin ti ???,1,explicita,real,,,,,,,
"Pues ni para eso sirve, dice la vieja judía que con 990 $ se puede comprar la canasta básica semanal, miente y remiente",1,explicita,real,,,,,,,
Tal vez te refieres a Xóchitl Gálvez que está coludida con la banda de secuestradores de la que es integrante su hermana.,1,explicita,real,,,,,,,
Se ríe en público y llora en privado porque las inversiones llegan a EUA y huyen de México.,0,neutro o no misogino,real,,,,,,,
"En los últimos días han intentado callarme durante mis participaciones en tribuna, ¿qué opinan si hago un nuevo programa de noticias para contarles toda la verdad sin que me interrumpan?",0,neutro o no misogino,real,,,,,,,
"Voté en contra del Plan de Justicia de @USER Es retórica sin metas, sin presupuesto, ni autonomía. Silencio sobre Ayotzinapa, Segalmex, Rancho Izaguirre, ni cooperación con organismos internacionales. Una Fiscalía que no rinde cuentas no combate la impunidad.",0,neutro o no misogino,real,,,,,,,
"Así se manifiesta el odio promovido por AMLO y Sheinbaum. Son responsables por esta violencia. Morena envenena de odio al pueblo, tal como en el régimen nazi. Tenemos que echarlos del poder para lograr la paz en México.",0,neutro o no misogino,real,,,,,,,
"¡Otro logro de la presión pública! Sigamos alzando la voz, señalando y haciendo escándalo ante las injusticias, el abuso de poder y la corrupción de Morena.",0,neutro o no misogino,real,,,,,,,
"Es de una tremenda ignominia ver que Lilly Téllez solo va al Senado para gritar con su megáfono, o a insultar y calumniar, debería de dejar su cargo como mujer incompetente no debería estar ahí. Quien la viera. Ella que no terminó ni la preparatoria y que ni siquiera se pone a trabajar. Nos merecemos mejores representantes.",1,benevolente,real,,,,,,,
"Esa es la ideología de Morena, así la dicta Sheinbaum todos los días. Son como el régimen nazi.",1,explicita,real,,,,,,,
"Saludos, Melita",0,neutro o no misogino,real,,,,,,,
En las hojas del discurso de Sheinbaum.,0,neutro o no misogino,real,,,,,,,
Cada vez es más peligroso estar en el pleno con la bancada de los mafiosos. Deberían revisar que no entren armados al Senado estos delincuentes con cargo.,0,neutro o no misogino,real,,,,,,,
El que usó la embajada en RU como airbnb gratuito. Devuelva el dinero de los mexicanos.,0,neutro o no misogino,real,,,,,,,
"Sí, mucho caso le van a hacer Eso sí es odiar a los mexicanos: no cumplir con dar seguridad.",0,neutro o no misogino,real,,,,,,,
"SOBRINO DEL TÍO RICHIE…Trasciende que el asesino de Teotihuacán identificado como Julio César Jasso, se declaró presuntamente en sus redes sociales como n3onazi y admirador de figuras intolerantes de la extrema derecha como la panista incompetente Lilly Téllez y el evasor Ricardo Salinas",1,explicita,real,,,,,,,
"Y tú también, querida @USER",0,neutro o no misogino,real,,,,,,,
"La única que votó en contra del llamado Plan de Justicia de Ernestina Godoy fue Lilly Téllez. Mi total reconocimiento y admiración para Doña María Lilly del Carmen Téllez García por jamás doblarse ante el régimen. Sí, estuvo cerca de ellos un tiempo. Como millones de mexicanos,",0,neutro o no misogino,real,,,,,,,
El alojamiento de un particular en la Embajada de México en Reino Unido no puede quedar impune. Presentaré una solicitud de investigación y exigiré la renuncia de Marcelo Ebrard. Usar el cargo para beneficiar a familiares es abuso de poder y corrupción.,0,neutro o no misogino,real,,,,,,,
"Votaré en contra de esta nueva ley, que bajo el pretexto de regular la IA, abre la puerta a la censura y a la discrecionalidad contra la libertad de expresión. México necesita democracia constitucional, no controles ambiguos para castigar a los críticos. @USER",0,neutro o no misogino,real,,,,,,,
"¡Gracias por el cariño, jóvenes de Morelia!",0,neutro o no misogino,real,,,,,,,
"Agradezco la solidaridad de mi querida compañera Senadora @USER , por pasarme el megáfono a la tribuna",0,neutro o no misogino,real,,,,,,,
"ERA SOBRINO DEL TÍO ""RICHI"" El asesino de Teotihuacán identificado como Julio César Jasso se declaró en sus redes sociales como neonazi y admirador de figuras de la intolerante extrema derecha como Salinas Pliego y Lilly Tellez...",0,neutro o no misogino,real,,,,,,,
"Pinches prianistas. Ya defendieron al narco Genaro García Luna, al rata Alito Moreno, al PDF evasor Salinas Pliego, al genocida Calderón, a la mitómana Lilly Téllez, al racista Chumel Torres, al racista Alazraki y ahora a la vendepatrias Maru Campos. Están muy enfermos.",1,explicita,real,,,,,,,
"Hoy es un gran día para México, celebro que al gobernador Rubén Rocha le imputen cargos penales en EUA. Lamento que no se haya hecho en México y que la justicia tenga que venir del extranjero. Los tomé por sorpresa en tribuna y la bancada de los mafiosos se puso histérica.",0,neutro o no misogino,real,,,,,,,
Esta ladrona tibia es a la que Sheinbaum defiende,1,explicita,real,,,,,,,
Morena odia a los mexicanos,0,neutro o no misogino,real,,,,,,,
"No nos van a callar Valiente Senadora Lilly Téllez @USER empezamos a ver resultados de todo lo que hemos señalado, documentado y denunciado, es un día para celebrar en nuestro país !!!",0,neutro o no misogino,real,,,,,,,
"El PAN va a pasar a la historia como el partido político que conspiró contra su propio país y que atenta contra la soberanía, la integridad territorial, independencia y la estabilidad del Estado. Y todo por las Traidoras a la Patria de Maru Campos y Lilly Téllez. Es cuanto.",0,neutro o no misogino,real,,,,,,,
"Hasta a mí, que soy senadora, me hacen difícil el trabajo.",0,neutro o no misogino,real,,,,,,,
Usted dará lástima porque a la próxima llevaré mi megáfono. Encubridora de sus aliados electorales pederastas.,0,neutro o no misogino,real,,,,,,,
"¡EN RIDÍCULO! La senadora Martha Lucía Mícher le puso otra soberbia regañada a Lilly Téllez por grosera y mentirosa, le aclaró que ya está cansada que use la tribuna para sus calumnias y desplantes injerencistas. Este jalón de orejas se suma al de Javier Corral quien la acabó al",0,neutro o no misogino,real,,,,,,,
¿Ya salió Lilly Téllez a condenar esta blasfemia?,0,neutro o no misogino,real,,,,,,,
Y no contestó la pregunta el cobarde. Abrazo Jorge Manuel,0,neutro o no misogino,real,,,,,,,
Y de privilegios,0,neutro o no misogino,real,,,,,,,
"Frente a Adán Augusto López, exijo una investigación sobre las operaciones de su cártel, ""la barredora"", en Chihuahua, para financiar la campaña de @USER Que comparezca Sheinbaum en el Senado por su molestia por la cooperación entre México y EUA contra los cárteles.",0,neutro o no misogino,real,,,,,,,
"Un facho pendejo sinaloense le dijo ""traidor a la Patria"" a Noroña. Seguramente es de los descerebrados que piensan que mujeres como Maru Campos y Lilly Téllez pueden goobernar y son patriotas que defienden la nación.",1,explicita,real,,,,,,,
"OJO: LILLY TÉLLEZ AMENAZA A LOS MEXICANOS CON CREAR SU PROPIO PODCAST Y LA FUNAN EN REDES La senadora del Partido Acción Nacional, Lilly Téllez, generó polémica luego de que en redes sociales insinuara la posibilidad de lanzar su propio “programa de noticias”, lo que provocó",0,neutro o no misogino,real,,,,,,,
El desmantelamiento de un narco laboratorio en Chihuahua es un golpe al financiamiento ilegal de Adán Augusto López para su protegida @USER,0,neutro o no misogino,real,,,,,,,
"No se pierdan la magistral intervención de hoy de la Senadora @USER en el Senado de la República. La Senadora Lilly es la legisladora más valiente de todo el Congreso de la Unión, por eso millones la admiramos. El morenarco de @USER se quedó callado y",0,neutro o no misogino,real,,,,,,,
MARU CAMPOS NO VINO A DARLE PERLAS A LOS CERDOS (DE MORENA): LILLY TÉLLEZ Lilly Téllez defendió a Maru Campos por no acudir al Senado. La senadora del PAN dijo que la gobernadora de Chihuahua no fue invitada a dialogar. Afirmó que Morena quería llevarla a un,0,neutro o no misogino,real,,,,,,,
"¡VENDEPATRIA! la panista Lilly Téllez, aduladora del genocida Donald Trump salió a defender la injerencia de los agentes de la CIA en Chihuahua, despotricando contra la 4T y hasta culpándolos del fallecimiento de los agentes, quienes ilegalmente estaban en un operativo nacional,",0,neutro o no misogino,real,,,,,,,
"Sobre el borrador o proyecto de iniciativa de regulación de IA, el PRI adelanta que no la acompañarán Lilly Téllez también adelantó que estará en contra, pero no sabemos cómo lo hará el resto de la bancada del PAN De MC no vaya ser que salgan con “reservas” y le de el voto a",0,neutro o no misogino,real,,,,,,,
#VIDEO | “El país está feliz (...) felicito a los EU por presentar cargos penales contra el gobernador”: Lilly Téllez celebra las acusaciones contra Rubén Rocha Moya mile.io/4mWmGjK,0,neutro o no misogino,real,,,,,,,
"Lilly Téllez celebra cargos contra Rocha Moya La senadora de @USER , @USER celebró desde la tribuna del Senado la presentación de cargos penales en Nueva York contra el gobernador de Sinaloa, Rubén Rocha Moya. la legisladora afirmó que es un ""día de felicidad",0,neutro o no misogino,real,,,,,,,
"¡SON TAL PARA CUAL! Luego que medios le han cerrado las puertas por tóxica y vendepatria, la panista Lilly Téllez estaría por regresar a Tv Azteca. Salinas Pliego ya le abrió de nuevo las puertas de la televisora. Ambos personajes representan lo más ruin y deshonesto de la",0,neutro o no misogino,real,,,,,,,
Ahora sí put0s @USER,1,explicita,real,,,,,,,
El comportamiento de Lilly Téllez no se toleraría ni en la peor de las cantinas... Increíble que se le permita ocupar un cargo en el Senado mexicano.,1,benevolente,real,,,,,,,
"¡TRAIDORA! La senadora del PAN, Lilly Téllez llamó ""cerdos"" a los integrantes de la bancada de Morena tras su afán de seguir defendiendo que los agentes yanquis sigan metiéndose en asuntos de México. No quiere que le toquen a su gobernadora Maru Campos y explota contra los que",0,neutro o no misogino,real,,,,,,,
